ID,Mistake_Count
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,1
612,2
613,0
614,2
615,3
616,0
617,2
618,0
619,6
620,3
621,3
622,1
623,0
624,0
625,0
626,0
627,1
628,1
629,4
630,3
631,3
632,2
633,2
634,0
635,10
636,3
637,2
638,0
639,2
640,0
641,0
642,2
643,0
644,4
645,3
646,0
647,6
648,1
649,0
650,0
651,1
652,2
653,3
654,2
655,3
656,0
657,0
658,3
659,0
660,1
661,3
662,10
663,3
664,0
665,2
666,0
667,0
668,0
669,1
670,0
671,1
672,0
673,0
674,0
675,0
676,0
677,0
678,1
679,1
680,1
681,1
682,1
683,0
684,0
685,3
686,1
687,1
688,4
689,2
690,4
691,0
692,3
693,1
694,0
695,0
696,0
697,1
698,0
699,0
700,0
701,0
702,3
703,0
704,0
705,0
706,0
707,2
708,3
709,0
710,0
711,3
712,1
713,0
714,0
715,3
716,1
717,3
718,2
719,3
720,3
721,1
722,0
723,0
724,2
725,0
726,1
727,7
728,4
729,0
730,1
731,2
732,0
733,0
734,1
735,0
736,0
737,0
738,4
739,2
740,2
741,0
742,0
743,0
744,1
745,1
746,3
747,0
748,0
749,2
750,1
751,0
752,1
753,2
754,1
755,0
756,2
757,1
758,0
759,1
760,0
761,0
762,0
763,4
764,0
765,1
766,2
767,1
768,0
769,0
770,0
771,5
772,7
773,2
774,3
775,0
776,4
777,0
778,2
779,5
780,0
781,0
782,3
783,0
784,0
785,0
786,0
787,1
788,1
789,4
790,0
791,4
792,1
793,3
794,0
795,0
796,1
797,1
798,1
799,1
800,0
801,1
802,2
803,1
804,0
805,2
806,1
807,1
808,0
809,5
810,0
811,0
812,0
813,5
814,0
815,1
816,0
817,2
818,5
819,2
820,2
821,2
822,2
823,0
824,1
825,0
826,0
827,1
828,0
829,3
830,0
831,0
832,2
833,0
834,0
835,1
836,5
837,2
838,0
839,0
840,0
841,0
842,1
843,0
844,1
845,1
846,1
847,0
848,0
849,0
850,1
851,0
852,5
853,0
854,3
855,3
856,0
857,0
858,9
859,1
860,0
861,0
862,1
863,3
864,0
865,0
866,1
867,5
868,2
869,2
870,0
871,0
872,3
873,1
874,1
875,5
876,1
877,1
878,0
879,2
880,0
881,3
882,1
883,1
884,2
885,0
886,1
887,0
888,0
889,2
890,3
891,0
892,0
893,0
894,4
895,5
896,2
897,1
898,0
899,1
900,2
901,0
902,0
903,1
904,2
905,0
906,1
907,0
908,0
909,0
910,1
911,2
912,6
913,0
914,4
915,2
916,2
917,4
918,1
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,2
927,1
928,0
929,0
930,2
931,1
932,1
933,2
934,1
935,5
936,2
937,0
938,0
939,1
940,1
941,4
942,0
943,0
944,3
945,0
946,3
947,0
948,0
949,1
950,2
951,4
952,4
953,0
954,0
955,4
956,0
957,0
958,5
959,1
960,2
961,0
962,1
963,0
964,0
965,1
966,2
967,1
968,3
969,1
970,0
971,0
972,0
973,1
974,1
975,1
976,1
977,0
978,3
979,0
980,0
981,3
982,0
983,3
984,2
985,5
986,0
987,0
988,1
989,2
990,1
991,0
992,0
993,0
994,0
995,0
996,2
997,3
998,0
999,1
1000,0
1001,3
1002,0
1003,2
1004,1
1005,6
1006,1
1007,1
1008,1
1009,1
1010,2
1011,0
1012,0
1013,0
1014,3
1015,0
1016,0
1017,8
1018,2
1019,7
1020,0
1021,2
1022,0
1023,5
1024,6
1025,0
1026,0
1027,0
1028,0
1029,1
1030,2
1031,1
1032,1
1033,0
1034,1
1035,3
1036,0
1037,2
1038,3
1039,1
1040,0
1041,2
1042,1
1043,1
1044,0
1045,1
1046,0
1047,2
1048,1
1049,0
1050,0
1051,1
1052,3
1053,0
1054,1
1055,0
1056,1
1057,2
1058,2
1059,0
1060,1
1061,1
1062,1
1063,3
1064,0
1065,0
1066,3
1067,1
1068,4
1069,0
1070,1
1071,0
1072,1
1073,1
1074,4
1075,0
1076,13
1077,1
1078,0
1079,4
1080,1
1081,0
1082,3
1083,1
1084,0
1085,0
1086,0
1087,0
1088,4
1089,0
1090,3
1091,2
1092,1
1093,0
1094,5
1095,1
1096,2
1097,0
1098,0
1099,0
1100,2
1101,0
1102,2
1103,0
1104,2
1105,1
1106,0
1107,1
1108,0
1109,1
1110,1
1111,5
1112,1
1113,0
1114,2
1115,0
1116,4
1117,1
1118,2
1119,0
1120,0
1121,0
1122,0
1123,1
1124,0
1125,4
1126,1
1127,1
1128,2
1129,1
1130,1
1131,2
1132,0
1133,0
1134,0
1135,0
1136,3
1137,0
1138,1
1139,1
1140,0
1141,0
1142,0
1143,0
1144,4
1145,3
1146,0
1147,0
1148,3
1149,0
1150,4
1151,1
1152,0
1153,1
1154,0
1155,0
1156,2
1157,1
1158,0
1159,3
1160,0
1161,0
1162,2
1163,1
1164,0
1165,1
1166,0
1167,0
1168,4
1169,2
1170,1
1171,0
1172,5
1173,2
1174,6
1175,0
1176,0
1177,9
1178,0
1179,6
1180,2
1181,3
1182,0
1183,0
1184,3
1185,1
1186,2
1187,0
1188,2
1189,2
1190,0
1191,8
1192,3
1193,0
1194,0
1195,0
1196,1
1197,0
1198,2
1199,0
1200,3
1201,2
1202,3
1203,3
1204,0
1205,3
1206,0
1207,0
1208,0
1209,1
1210,0
1211,2
1212,0
1213,2
1214,1
1215,0
1216,0
1217,1
1218,1
1219,4
1220,0
1221,0
1222,3
1223,1
1224,0
1225,6
1226,2
1227,0
1228,0
1229,0
1230,3
1231,9
1232,0
1233,0
1234,0
1235,1
1236,1
1237,2
1238,2
1239,1
1240,0
1241,1
1242,4
1243,2
1244,0
1245,1
1246,1
1247,1
1248,2
1249,0
1250,0
1251,3
1252,1
1253,2
1254,2
1255,0
1256,0
1257,0
1258,1
1259,4
1260,2
1261,1
1262,0
1263,2
1264,7
1265,0
1266,0
1267,0
1268,0
1269,0
1270,5
1271,0
1272,2
1273,1
1274,0
1275,2
1276,0
1277,1
1278,3
1279,0
1280,3
1281,0
1282,2
1283,1
1284,0
1285,4
1286,3
1287,0
1288,9
1289,1
1290,2
1291,6
1292,0
1293,1
1294,5
1295,0
1296,0
1297,1
1298,0
1299,1
1300,0
1301,1
1302,1
1303,1
1304,0
1305,0
1306,2
1307,0
1308,0
1309,0
1310,1
1311,1
1312,3
1313,2
1314,0
1315,0
1316,3
1317,2
1318,1
1319,0
1320,5
1321,0
1322,0
1323,4
1324,0
1325,0
1326,1
1327,2
1328,0
1329,1
1330,0
1331,17
1332,0
1333,1
1334,2
1335,1
1336,7
1337,0
1338,1
1339,3
1340,0
1341,0
1342,0
1343,1
1344,1
1345,8
1346,5
1347,0
1348,8
1349,1
1350,0
1351,0
1352,0
1353,3
1354,4
1355,0
1356,5
1357,1
1358,2
1359,0
1360,0
1361,2
1362,0
1363,0
1364,0
1365,0
1366,1
1367,1
1368,0
1369,3
1370,0
1371,0
1372,0
1373,0
1374,0
1375,1
1376,3
1377,3
1378,0
1379,1
1380,5
1381,0
1382,1
1383,3
1384,5
1385,0
1386,2
1387,2
1388,1
1389,2
1390,3
1391,1
1392,0
1393,0
1394,2
1395,1
1396,0
1397,0
1398,0
1399,4
1400,0
1401,2
1402,0
1403,0
1404,6
1405,0
1406,0
1407,0
1408,0
1409,4
1410,0
1411,3
1412,0
1413,1
1414,3
1415,0
1416,1
1417,0
1418,0
1419,0
1420,1
1421,0
1422,1
1423,2
1424,0
1425,2
1426,0
1427,0
1428,1
1429,1
1430,1
1431,0
1432,0
1433,5
1434,2
1435,0
1436,3
1437,4
1438,1
1439,1
1440,0
1441,3
1442,6
1443,0
1444,0
1445,1
1446,1
1447,1
1448,2
1449,0
1450,0
1451,1
1452,0
1453,0
1454,0
1455,0
1456,1
1457,3
1458,0
1459,0
1460,0
1461,1
1462,0
1463,0
1464,0
1465,0
1466,2
1467,0
1468,2
1469,0
1470,0
1471,1
1472,0
1473,1
1474,1
1475,1
1476,0
1477,2
1478,1
1479,3
1480,3
1481,3
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,1
1490,1
1491,4
1492,7
1493,0
1494,1
1495,0
1496,0
1497,14
1498,0
1499,4
1500,6
1501,0
1502,3
1503,2
1504,1
1505,0
1506,0
1507,0
1508,0
1509,4
1510,0
1511,0
1512,2
1513,0
1514,2
1515,1
1516,0
1517,1
1518,5
1519,0
1520,1
1521,1
1522,0
1523,1
1524,1
1525,1
1526,4
1527,0
1528,0
1529,0
1530,2
1531,0
1532,0
1533,1
1534,1
1535,0
1536,0
1537,1
1538,3
1539,10
1540,0
1541,0
1542,1
1543,0
1544,11
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,7
1552,1
1553,1
1554,3
1555,0
1556,0
1557,0
1558,1
1559,2
1560,2
1561,2
1562,1
1563,0
1564,3
1565,1
1566,1
1567,0
1568,0
1569,3
1570,0
1571,3
1572,1
1573,4
1574,2
1575,2
1576,2
1577,0
1578,3
1579,0
1580,5
1581,2
1582,1
1583,2
1584,1
1585,0
1586,2
1587,0
1588,0
1589,1
1590,1
1591,0
1592,0
1593,1
1594,1
1595,1
1596,6
1597,1
1598,1
1599,2
1600,0
1601,0
1602,1
1603,1
1604,0
1605,1
1606,0
1607,0
1608,2
1609,0
1610,1
1611,1
1612,1
1613,1
1614,1
1615,5
1616,0
1617,2
1618,0
1619,2
1620,0
1621,1
1622,1
1623,1
1624,0
1625,0
1626,2
1627,0
1628,4
1629,0
1630,2
1631,3
1632,0
1633,0
1634,1
1635,0
1636,1
1637,3
1638,0
1639,0
1640,0
1641,2
1642,1
1643,1
1644,0
1645,0
1646,2
1647,0
1648,0
1649,0
1650,0
1651,2
1652,0
1653,2
1654,0
1655,1
1656,0
1657,1
1658,0
1659,0
1660,1
1661,1
1662,1
1663,2
1664,3
1665,0
1666,0
1667,0
1668,0
1669,6
1670,1
1671,4
1672,0
1673,4
1674,2
1675,2
1676,0
1677,0
1678,5
1679,1
1680,0
1681,1
1682,5
1683,2
1684,5
1685,3
1686,4
1687,3
1688,2
1689,1
1690,1
1691,4
1692,0
1693,9
1694,2
1695,3
1696,3
1697,1
1698,1
1699,4
1700,0
1701,1
1702,3
1703,0
1704,2
1705,2
1706,2
1707,4
1708,2
1709,3
1710,4
1711,0
1712,4
1713,2
1714,2
1715,5
1716,3
1717,4
1718,4
1719,6
1720,4
1721,0
1722,4
1723,1
1724,4
1725,3
1726,0
1727,1
1728,5
1729,5
1730,1
1731,6
1732,4
1733,2
1734,1
1735,6
1736,4
1737,4
1738,0
1739,3
1740,2
1741,3
1742,9
1743,0
1744,2
1745,5
1746,3
1747,6
1748,2
1749,1
1750,1
1751,1
1752,1
1753,1
1754,0
1755,2
1756,1
1757,3
1758,1
1759,4
1760,2
1761,8
1762,4
1763,2
1764,5
1765,4
1766,1
1767,2
1768,4
1769,0
1770,6
1771,2
1772,0
1773,4
1774,3
1775,0
1776,2
1777,3
1778,3
1779,2
1780,0
1781,3
1782,2
1783,4
1784,0
1785,2
1786,7
1787,2
1788,5
1789,6
1790,8
1791,0
1792,4
1793,1
1794,3
1795,6
1796,0
1797,5
1798,7
1799,3
1800,4
1801,2
1802,3
1803,4
1804,3
1805,0
1806,3
1807,2
1808,2
1809,3
1810,4
1811,4
1812,4
1813,7
1814,8
1815,6
1816,3
1817,0
1818,1
1819,0
1820,4
1821,7
1822,7
1823,4
1824,5
1825,4
1826,3
1827,4
1828,1
1829,2
1830,1
1831,0
1832,3
1833,1
1834,7
1835,2
1836,1
1837,2
1838,6
1839,0
1840,4
1841,3
1842,2
1843,1
1844,5
1845,5
1846,7
1847,0
1848,2
1849,4
1850,0
1851,3
1852,2
1853,4
1854,3
1855,3
1856,3
1857,1
1858,2
1859,3
1860,3
1861,5
1862,8
1863,3
1864,0
1865,3
1866,0
1867,4
1868,1
1869,3
1870,0
1871,2
1872,3
1873,1
1874,1
1875,3
1876,1
1877,3
1878,4
1879,4
1880,1
1881,0
1882,1
1883,4
1884,4
1885,1
1886,6
1887,0
1888,3
1889,2
1890,0
1891,2
1892,6
1893,1
1894,3
1895,3
1896,0
1897,0
1898,3
1899,3
1900,2
1901,3
1902,3
1903,1
1904,0
1905,5
1906,0
1907,0
1908,1
1909,4
1910,0
1911,1
1912,0
1913,3
1914,0
1915,5
1916,3
1917,3
1918,2
1919,4
1920,5
1921,0
1922,4
1923,2
1924,2
1925,4
1926,1
1927,1
1928,2
1929,1
1930,2
1931,3
1932,1
1933,2
1934,3
1935,0
1936,4
1937,0
1938,4
1939,3
1940,3
1941,0
1942,8
1943,2
1944,1
1945,0
1946,10
1947,6
1948,1
1949,1
1950,1
1951,1
1952,1
1953,0
1954,4
1955,1
1956,1
1957,1
1958,3
1959,2
1960,1
1961,3
1962,2
1963,5
1964,1
1965,0
1966,3
1967,4
1968,5
1969,3
1970,3
1971,1
1972,3
1973,2
1974,2
1975,4
1976,4
1977,5
1978,4
1979,4
1980,0
1981,1
1982,1
1983,2
1984,3
1985,0
1986,5
1987,6
1988,0
1989,0
1990,5
1991,7
1992,4
1993,4
1994,3
1995,2
1996,1
1997,4
1998,3
1999,3
2000,0
2001,2
2002,4
2003,2
2004,6
2005,11
2006,0
2007,1
2008,0
2009,5
2010,4
2011,2
2012,2
2013,4
2014,6
2015,7
2016,2
2017,6
2018,2
2019,3
2020,7
2021,1
2022,4
2023,2
2024,10
2025,0
2026,2
2027,3
2028,3
2029,0
2030,1
2031,4
2032,2
2033,1
2034,5
2035,4
2036,2
2037,2
2038,0
2039,1
2040,0
2041,1
2042,1
2043,1
2044,4
2045,3
2046,0
2047,1
2048,5
2049,0
2050,1
2051,2
2052,6
2053,0
2054,5
2055,1
2056,4
2057,3
2058,4
2059,3
2060,4
2061,4
2062,3
2063,2
2064,2
2065,6
2066,1
2067,6
2068,0
2069,6
2070,5
2071,0
2072,8
2073,4
2074,3
2075,3
2076,5
2077,3
2078,0
2079,5
2080,2
2082,2
2083,3
2084,7
2085,5
2086,4
2087,6
2088,5
2089,0
2090,2
2091,1
2092,5
2093,3
2094,5
2095,4
2096,4
2097,4
2098,5
2099,2
2100,2
2101,1
2102,6
2103,0
2104,3
2105,2
2106,5
2107,4
2108,0
2109,5
2110,5
2111,2
2112,2
2113,2
2114,2
2115,3
2116,3
2117,6
2118,4
2119,2
2120,0
2121,7
2122,1
2123,1
2124,3
2125,1
2126,4
2127,3
2128,5
2129,2
2130,2
2131,2
2132,6
2133,0
2134,1
2135,3
2136,4
2137,4
2138,1
2139,8
2140,3
2141,2
2142,4
2143,3
2144,1
2145,0
2145,0
2146,1
2147,5
2148,2
2149,4
2150,1
2151,4
2152,4
2153,3
2154,2
2155,5
2156,1
2157,4
2158,1
2159,1
2160,2
2161,0
2162,0
2163,1
2164,0
2165,0
2166,3
2167,3
2168,3
2169,2
2170,2
2171,4
2172,4
2173,3
2174,1
2175,1
2176,2
2177,3
2178,1
2179,4
2180,1
2181,1
2182,2
2183,3
2184,6
2185,1
2186,4
2187,3
2188,0
2189,1
2190,3
2191,8
2192,1
2193,4
2194,2
2195,6
2196,6
2197,2
2198,0
2199,13
2200,2
2201,6
2202,5
2203,0
2204,2
2205,2
2206,2
2207,3
2208,3
2209,1
2210,3
2211,4
2212,2
2213,2
2214,11
2215,5
2216,3
2217,6
2218,1
2219,2
2220,2
2221,4
2222,6
2223,2
2224,2
2225,0
2226,1
2227,4
2228,1
2229,1
2230,0
2231,8
2232,4
2233,3
2234,3
2235,2
2236,4
2237,1
2238,0
2239,1
2240,5
2241,3
2242,3
2243,2
2244,3
2245,0
2246,3
2247,3
2248,3
2249,3
2250,2
2251,5
2252,2
2253,6
2254,3
2255,0
2256,3
2257,2
2258,1
2259,1
2260,1
2261,4
2262,0
2263,2
2264,3
2265,4
2266,3
2267,4
2268,1
2269,3
2270,1
2271,2
2272,4
2273,2
2274,1
2275,3
2276,3
2277,2
2278,0
2279,4
2280,1
2281,5
2282,0
2283,0
2284,1
2285,1
2286,3
2287,3
2289,6
2290,0
2291,2
2292,4
2293,0
2294,2
2295,0
2296,4
2297,4
2298,3
2299,1
2300,3
2301,6
2302,17
2303,1
2304,4
2305,0
2306,4
2307,0
2308,2
2309,6
2310,0
2311,1
2312,5
2313,1
2314,2
2315,1
2316,1
2317,3
2318,2
2319,9
2320,3
2321,5
2322,4
2323,4
2324,4
2325,2
2326,1
2327,2
2328,4
2329,3
2330,3
2331,3
2332,3
2333,7
2334,1
2335,4
2336,0
2337,2
2338,3
2339,1
2340,2
2341,0
2342,4
2343,3
2344,4
2345,8
2346,1
2347,1
2348,1
2349,2
2350,1
2351,3
2352,1
2353,3
2354,5
2355,2
2356,1
2357,3
2358,1
2359,5
2360,1
2361,7
2362,3
2363,0
2364,1
2365,0
2366,1
2367,3
2368,3
2369,2
2370,2
2371,9
2372,1
2373,2
2374,0
2375,4
2376,3
2377,7
2378,3
2379,3
2380,0
2381,4
2382,6
2383,4
2384,0
2385,1
2386,1
2387,7
2388,4
2389,4
2390,5
2391,4
2392,2
2393,3
2394,5
2395,4
2396,3
2397,1
2398,7
2399,4
2400,3
2401,1
2402,4
2403,3
2404,1
2405,1
2406,0
2407,1
2408,0
2409,4
2410,6
2411,10
2412,3
2413,4
2414,5
2415,1
2416,5
2417,3
2418,3
2419,2
2420,7
2421,1
2422,0
2423,3
2424,4
2425,1
2426,0
2427,1
2428,5
2429,5
2430,3
2431,4
2432,6
2433,6
2434,4
2435,3
2436,3
2437,3
2438,3
2439,7
2440,3
2441,5
2442,4
2443,2
2444,8
2445,0
2446,2
2447,0
2448,4
2449,0
2450,2
2451,1
2452,1
2453,3
2454,2
2455,8
2456,2
2457,3
2458,6
2459,2
2460,7
2461,8
2462,6
2463,5
2464,0
2465,4
2466,0
2467,0
2468,5
2469,11
2470,3
2471,1
2472,0
2473,2
2474,1
2475,0
2476,0
2477,1
2478,4
2479,5
2480,6
2481,2
2482,3
2483,3
2484,7
2485,4
2486,4
2487,1
2488,1
2489,4
2490,0
2491,1
2492,4
2493,1
2494,3
2495,6
2496,4
2497,5
2498,9
2499,10
2500,1
2501,2
2502,4
2503,3
2504,0
2505,2
2506,8
2507,2
2508,3
2509,6
2510,5
2511,2
2512,3
2513,8
2514,9
2515,3
2516,3
2517,5
2518,1
2519,1
2520,0
2521,1
2522,4
2523,5
2524,1
2525,4
2526,1
2527,6
2528,4
2529,6
2530,3
2531,2
2532,4
2533,1
2534,1
2535,3
2536,2
2537,1
2538,1
2539,2
2540,0
2541,4
2542,2
2543,5
2544,5
2545,5
2546,1
2547,5
2548,4
2549,3
2550,1
2551,2
2552,9
2553,1
2554,0
2555,3
2556,2
2557,2
2558,3
2559,1
2560,1
2561,6
2562,1
2563,3
2564,0
2565,6
2566,0
2567,2
2568,4
2569,1
2570,1
2571,1
2572,2
2573,2
2574,1
2575,0
2576,3
2577,3
2578,4
2579,3
2580,6
2581,2
2582,4
2583,5
2584,3
2585,8
2586,9
2587,2
2588,6
2589,5
2590,3
2591,0
2592,4
2593,0
2594,0
2595,3
2596,3
2597,4
2598,7
2599,0
2600,1
2601,0
2602,4
2603,1
2604,3
2605,3
2606,6
2607,4
2608,5
2609,4
2610,3
2611,5
2612,4
2613,7
2614,4
2615,3
2616,3
2617,3
2618,2
2619,2
2620,1
2621,0
2622,7
2623,2
2624,0
2625,3
2626,2
2627,1
2628,2
2629,3
2630,4
2631,4
2632,5
2633,5
2634,2
2635,1
2636,0
2637,0
2638,9
2639,0
2640,2
2641,3
2642,5
2643,1
2644,5
2645,6
2646,2
2647,0
2648,4
2649,5
2650,4
2651,2
2652,4
2653,5
2654,1
2655,3
2656,4
2657,4
2658,6
2659,9
2660,3
2661,2
2662,3
2663,4
2664,3
2665,4
2666,1
2667,3
2668,4
2669,1
2670,4
2671,5
2672,0
2673,1
2674,2
2675,1
2676,3
2677,0
2678,2
2679,3
2680,4
2681,1
2682,2
2683,1
2684,2
2685,2
2686,2
2687,7
2688,3
2689,5
2690,1
2691,1
2692,1
2693,0
2694,1
2695,2
2696,3
2697,0
2698,1
2699,3
2700,3
2701,6
2702,3
2703,5
2704,1
2705,3
2706,1
2707,3
2708,1
2709,0
2710,1
2711,7
2712,4
2713,0
2714,2
2715,6
2716,13
2717,0
2718,3
2719,1
2720,1
2721,0
2722,3
2723,4
2724,0
2725,0
2726,0
2727,5
2728,1
2729,0
2730,1
2731,5
2732,3
2733,6
2734,1
2735,0
2736,1
2737,3
2738,0
2739,4
2740,0
2741,3
2742,5
2743,0
2744,6
2745,2
2746,1
2747,4
2748,1
2749,4
2750,2
2751,2
2752,2
2753,2
2754,4
2755,4
2756,1
2757,4
2758,2
2759,3
2760,6
2761,0
2762,6
2763,0
2764,1
2765,3
2766,3
2767,3
2768,7
2769,1
2770,0
2771,1
2772,0
2773,8
2774,2
2775,1
2776,3
2777,1
2778,0
2779,0
2780,1
2781,1
2782,3
2783,4
2784,5
2785,0
2786,11
2787,3
2788,5
2789,3
2790,8
2791,8
2792,1
2793,3
2794,1
2795,7
2796,4
2797,0
2798,9
2799,5
2800,0
2801,4
2802,1
2803,1
2804,7
2805,2
2806,5
2807,1
2808,0
2809,2
2810,2
2811,1
2812,6
2813,10
2814,3
2815,1
2816,0
2817,6
2818,4
2819,1
2820,2
2821,2
2822,2
2823,4
2824,3
2825,3
2826,2
2827,11
2828,1
2829,4
2830,1
2831,6
2832,2
2833,2
2834,3
2835,1
2836,1
2837,1
2838,2
2839,6
2840,6
2841,2
2842,4
2843,7
2844,3
2845,0
2846,0
2847,3
2848,2
2849,2
2850,2
2851,2
2852,8
2853,1
2854,8
2855,4
2856,1
2857,4
2858,2
2859,4
2860,4
2861,2
2862,3
2863,3
2864,0
2865,5
2866,1
2867,2
2868,4
2869,6
2870,3
2871,2
2872,1
2873,0
2874,3
2875,0
2876,6
2877,7
2878,3
2879,6
2880,4
2881,0
2882,3
2883,2
2884,5
2885,0
2886,3
2887,8
2888,1
2889,5
2890,5
2891,5
2892,1
2893,4
2894,0
2895,0
2896,2
2897,2
2898,4
2899,3
2900,3
2901,0
2902,4
2903,5
2904,6
2905,7
2906,3
2907,3
2908,3
2909,4
2910,5
2911,4
2912,3
2913,6
2914,3
2915,1
2916,2
2917,4
2918,1
2919,4
2920,1
2921,1
2922,0
2923,3
2924,1
2925,1
2926,3
2927,2
2928,4
2929,6
2930,2
2931,4
2932,2
2933,1
2934,4
2935,1
2936,3
2937,4
2938,3
2939,3
2940,2
2941,4
2942,1
2943,2
2944,0
2945,4
2946,3
2947,7
2948,1
2949,4
2950,1
2951,4
2952,1
2953,1
2954,1
2954,1
2955,0
2956,1
2957,2
2958,1
2959,0
2960,1
2960,1
2961,3
2961,3
2962,4
2963,2
2964,0
2965,0
2966,0
2967,3
2967,3
2968,4
2968,4
2969,1
2970,2
2971,1
2972,2
2973,4
2974,1
2975,1
2976,7
2977,0
2978,0
2979,3
2980,0
2981,0
2982,2
2983,5
2984,5
2984,5
2985,2
2986,0
2987,0
2988,0
2989,0
